,MODEL,Region,Scenario,Year,Total_CO2,Total_GHG,TOTAL_CDR,CO2_Emissions,CUM_CO2,cumPopulation,CUM_CDR,GDP_cap,CUM_CDR_fair_share_by_GDP,CUM_CDR_fair_share_by_CUM_POP,CUM_CDR_model_vs_fair_share_by_CUM_POP,CUM_CDR_model_vs_fair_share_by_GDP
512,MESSAGE,IND,LowEnergyDemand,2100,10.68,956.84,144.69,1101.52,218111.9,221298.71,9179.67,52.88,0,0,-9179.67,-9179.67
513,MESSAGE,AFR,LowEnergyDemand,2020,2500.08,3577.46,79.76,3657.22,102232.41,21376.19,79.76,3.01,0,0,-79.76,-79.76
514,MESSAGE,AFR,LowEnergyDemand,2030,766.99,1702.27,114.32,1816.59,129601.49,32723.14,1050.19,4.25,0,0,-1050.19,-1050.19
515,MESSAGE,AFR,LowEnergyDemand,2040,527.56,1412.25,136.61,1548.85,146428.72,46347.29,2304.81,5.97,0,0,-2304.81,-2304.81
516,MESSAGE,AFR,LowEnergyDemand,2050,260.92,1081.09,229.42,1310.5,160725.49,62201.94,4134.92,8.62,0,0,-4134.92,-4134.92
517,MESSAGE,AFR,LowEnergyDemand,2060,-4.04,790.19,450.36,1240.55,173480.76,80081.09,7533.79,12.65,0,0,-7533.79,-7533.79
518,MESSAGE,AFR,LowEnergyDemand,2070,-119.9,642.01,585.7,1227.7,185822.02,99687.59,12714.07,18.44,0,0,-12714.07,-12714.07
519,MESSAGE,AFR,LowEnergyDemand,2080,-230.45,502.25,684.24,1186.5,197893.03,120705.69,19063.78,26.28,0,0,-19063.78,-19063.78
520,MESSAGE,AFR,LowEnergyDemand,2090,-473.93,224.28,868.57,1092.86,209289.8,142789.89,26827.86,36.39,0,0,-26827.86,-26827.86
521,MESSAGE,AFR,LowEnergyDemand,2100,-562.24,108.37,942.67,1051.04,220009.27,165593.34,35884.06,48.9,0,0,-35884.06,-35884.06
522,MESSAGE,RUS,LowEnergyDemand,2020,2722.2,3551.51,55.94,3607.46,120533.99,8727.46,55.94,16.82,41.58,129.98,74.04,-14.37
523,MESSAGE,RUS,LowEnergyDemand,2030,1158.61,1699.12,120.01,1819.13,147666.93,11538.36,935.7,23.69,643.88,2087.87,1152.17,-291.83
524,MESSAGE,RUS,LowEnergyDemand,2040,353.48,797.95,173.83,971.77,161621.44,14338.86,2404.88,30.45,1669.02,5158.86,2753.97,-735.86
525,MESSAGE,RUS,LowEnergyDemand,2050,-60.83,340.81,221.1,561.91,169289.86,17121.91,4379.52,35.88,3016.4,9485.98,5106.45,-1363.13
526,MESSAGE,RUS,LowEnergyDemand,2060,-229.56,105.12,285.5,390.61,174052.49,19874.91,6912.52,41.88,4837.89,15422.51,8509.99,-2074.63
527,MESSAGE,RUS,LowEnergyDemand,2070,-287.78,8.9,342.73,351.63,177763.73,22579.26,10053.66,49.31,7184.63,22698.11,12644.44,-2869.03
528,MESSAGE,RUS,LowEnergyDemand,2080,-290.12,-8.32,399.76,391.44,181479.09,25216.91,13766.09,56.68,9878.49,30462.03,16695.94,-3887.6
529,MESSAGE,RUS,LowEnergyDemand,2090,-275.83,-8.56,428.56,420,185536.3,27772.21,17907.69,64.58,12901.01,38923.55,21015.86,-5006.69
530,MESSAGE,RUS,LowEnergyDemand,2100,-224.27,28.37,432.41,460.77,189940.17,30235.46,22212.55,73.28,16166.36,47958.99,25746.44,-6046.19
531,MESSAGE,LAM,LowEnergyDemand,2020,4211.72,5834.17,48.39,5882.56,131045.52,17168.65,48.39,14.63,0,48.65,0.26,-48.39
532,MESSAGE,LAM,LowEnergyDemand,2030,1156.81,2407.71,296.85,2704.55,173981.09,23835.25,1774.6,18.77,0,904.07,-870.52,-1774.6
533,MESSAGE,LAM,LowEnergyDemand,2040,413.02,1525.8,314.63,1840.44,196706.05,30903.5,4832.02,23.29,0,2316.83,-2515.18,-4832.02
534,MESSAGE,LAM,LowEnergyDemand,2050,-287.45,674.4,613.01,1287.41,212345.3,38222.9,9470.24,28.66,1617.83,4477.93,-4992.31,-7852.41
535,MESSAGE,LAM,LowEnergyDemand,2060,-651.95,165.11,837.29,1002.4,223794.35,45639.7,16721.72,35.18,5662.78,7624.37,-9097.35,-11058.94
536,MESSAGE,LAM,LowEnergyDemand,2070,-825.49,-69.62,973.37,903.74,233325.04,53023.1,25774.98,42.85,11149.93,11743.68,-14031.3,-14625.05
537,MESSAGE,LAM,LowEnergyDemand,2080,-998.02,-289.67,1102.79,813.12,241909.35,60279.15,36155.78,51.84,17768.75,16426.76,-19729.02,-18387.03
538,MESSAGE,LAM,LowEnergyDemand,2090,-1198.05,-529.36,1325.86,796.49,249957.43,67337.9,48299.03,62.25,25625.75,21739.13,-26559.9,-22673.28
539,MESSAGE,LAM,LowEnergyDemand,2100,-1204.68,-580.02,1283.36,703.34,257456.6,74156.8,61345.1,74.14,34557.81,27504.76,-33840.34,-26787.29
540,MESSAGE,MEA,LowEnergyDemand,2020,2982.4,3533.85,3.34,3537.19,90297.62,11776.72,3.34,0,,34.17,30.82,
541,MESSAGE,MEA,LowEnergyDemand,2030,1605.8,2014.32,4.57,2018.9,118078.04,17218.22,42.93,0,0,455.33,412.39,-42.93
542,MESSAGE,MEA,LowEnergyDemand,2040,882,1224.9,5.68,1230.58,134325.43,23363.57,94.21,0,0,916.37,822.16,-94.21
543,MESSAGE,MEA,LowEnergyDemand,2050,388.76,648.98,6.81,655.79,143757.27,30124.67,156.65,0,0,1149.25,992.6,-156.65
544,MESSAGE,MEA,LowEnergyDemand,2060,245.72,495.35,7.19,502.55,149548.95,37376.47,226.66,0,0,915.08,688.42,-226.66
545,MESSAGE,MEA,LowEnergyDemand,2070,174.89,413.92,11.49,425.41,154188.71,44968.57,320.08,0,0,97.61,-222.47,-320.08
546,MESSAGE,MEA,LowEnergyDemand,2080,101.03,330.14,10.7,340.84,158019.94,52755.37,431.04,0,0,0,-431.04,-431.04
547,MESSAGE,MEA,LowEnergyDemand,2090,51.44,271.42,9.08,280.5,161126.64,60610.42,529.97,0,0,0,-529.97,-529.97
548,MESSAGE,MEA,LowEnergyDemand,2100,34.51,245.73,9.55,255.28,163805.54,68439.12,623.14,0,0,0,-623.14,-623.14
549,MESSAGE,USA,LowEnergyDemand,2020,6227.68,7645.47,61.63,7707.09,210864.34,9227.42,61.63,54.6,180.94,300.27,238.64,119.32
550,MESSAGE,USA,LowEnergyDemand,2030,2695.26,3603.26,109.11,3712.37,267961.68,13142.67,915.3,62.52,2568.24,4973.04,4057.74,1652.94
551,MESSAGE,USA,LowEnergyDemand,2040,1305.71,2073.74,149.96,2223.7,297642.07,17327.22,2210.66,68.52,6277.32,12174.59,9963.93,4066.67
552,MESSAGE,USA,LowEnergyDemand,2050,481.95,1088.57,206.17,1294.74,315234.28,21746.62,3991.32,73.51,10859.64,22155.28,18163.96,6868.32
553,MESSAGE,USA,LowEnergyDemand,2060,60.33,641.57,269.2,910.77,326261.84,26381.27,6368.17,78.05,16833.2,35517.94,29149.77,10465.03
554,MESSAGE,USA,LowEnergyDemand,2070,-139.4,436.51,308.15,744.66,334538.98,31215.62,9254.91,83.16,24256.98,51419.43,42164.52,15002.07
555,MESSAGE,USA,LowEnergyDemand,2080,-261.48,306.08,342.44,648.52,341504.86,36209.77,12507.82,88.44,32527.39,67517.68,55009.86,20019.56
556,MESSAGE,USA,LowEnergyDemand,2090,-331.99,222.84,360.98,583.82,347666.56,41305.57,16024.92,94.22,41617.87,83950.66,67925.74,25592.95
557,MESSAGE,USA,LowEnergyDemand,2100,-340.85,200.39,363.85,564.24,353406.86,46445.17,19649.1,100.52,51257.2,100325.21,80676.11,31608.1
558,MESSAGE,World,LowEnergyDemand,2020,39563.51,52201.18,612.95,52814.13,1245985.32,201575.44,612.95,14.72,,0,-612.95,
559,MESSAGE,World,LowEnergyDemand,2030,16213.81,24931.88,1255.65,26187.53,1640993.62,280941.64,9955.92,19.19,0,0,-9955.92,-9955.92
560,MESSAGE,World,LowEnergyDemand,2040,7873.35,15560.07,1636.83,17196.9,1857915.77,366187.19,24418.3,23.45,0,0,-24418.3,-24418.3
561,MESSAGE,World,LowEnergyDemand,2050,2735.64,9491.43,2414.94,11906.37,2003432.1,455968.34,44677.13,27.95,0,0,-44677.13,-44677.13
562,MESSAGE,World,LowEnergyDemand,2060,-67.76,6185.75,3332.28,9518.03,2110554.1,548737.39,73413.22,33.12,0,0,-73413.22,-73413.22
563,MESSAGE,World,LowEnergyDemand,2070,-1670.16,4146.73,3895.36,8042.09,2198354.73,642945.29,109551.43,39.46,0,0,-109551.43,-109551.43
564,MESSAGE,World,LowEnergyDemand,2080,-2462.2,3091.43,4201.44,7292.87,2275029.54,737265.99,150035.43,46.93,0,0,-150035.43,-150035.43
565,MESSAGE,World,LowEnergyDemand,2090,-3302.25,1997.85,4729.41,6727.26,2345130.23,830572.04,194689.67,55.77,0,0,-194689.67,-194689.67
566,MESSAGE,World,LowEnergyDemand,2100,-3524.49,1506.2,4784.35,6290.54,2410219.26,922003.89,242258.45,66.15,0,0,-242258.45,-242258.45
567,REMIND,AFR,SSP1-19-SPA1-V17,2020,1215.49,3233,222.63,3455.63,98289.53,21023.29,222.63,2.3,0,0,-222.63,-222.63
568,REMIND,AFR,SSP1-19-SPA1-V17,2030,1212.03,2952,108.72,3060.72,130871.28,31911.79,1879.38,3.64,0,0,-1879.38,-1879.38
569,REMIND,AFR,SSP1-19-SPA1-V17,2040,1618.56,3692,373.55,4065.55,166502.66,44571.79,4290.76,6.56,0,0,-4290.76,-4290.76
570,REMIND,AFR,SSP1-19-SPA1-V17,2050,388.37,2444,977.51,3421.51,203937.96,58766.79,11046.06,11.73,0,0,-11046.06,-11046.06
571,REMIND,AFR,SSP1-19-SPA1-V17,2060,-814.2,738.9,1187.11,1926.01,230675.57,74151.79,21869.17,19.33,0,0,-21869.17,-21869.17
572,REMIND,AFR,SSP1-19-SPA1-V17,2070,-892.4,368.6,1207.28,1575.88,248185.05,90371.79,33841.15,29.58,0,0,-33841.15,-33841.15
573,REMIND,AFR,SSP1-19-SPA1-V17,2080,-1029,138.4,1330.03,1468.43,263406.59,107076.79,46527.69,42.5,0,0,-46527.69,-46527.69
574,REMIND,AFR,SSP1-19-SPA1-V17,2090,-1357.01,-299.5,1652.34,1352.84,277512.91,123911.79,61439.51,57.4,0,0,-61439.51,-61439.51
575,REMIND,AFR,SSP1-19-SPA1-V17,2100,-1670.96,-797.5,2011.44,1213.94,290346.78,140541.79,79758.38,73.74,0,0,-79758.38,-79758.38
576,REMIND,CHN,SSP1-19-SPA1-V17,2020,9004.32,11750,10.56,11760.56,242900.3,40161.53,10.56,15.26,254.44,0,-10.56,243.88
577,REMIND,CHN,SSP1-19-SPA1-V17,2030,5958,7822,102.56,7924.56,341325.86,53896.53,576.12,28.09,3052.42,0,-576.12,2476.31
578,REMIND,CHN,SSP1-19-SPA1-V17,2040,2758,3952,771,4723,404563.65,67326.53,4943.91,42.99,14839.58,410.92,-4532.99,9895.68
579,REMIND,CHN,SSP1-19-SPA1-V17,2050,200.22,1142,1709.3,2851.3,442435.14,80086.53,17345.4,56.6,46646.82,2630.03,-14715.37,29301.42
580,REMIND,CHN,SSP1-19-SPA1-V17,2060,-1088,-324.4,1855.68,1531.28,464348,91891.53,35170.26,66.71,93946.64,8422.52,-26747.74,58776.38
581,REMIND,CHN,SSP1-19-SPA1-V17,2070,-1526,-872.6,2019.65,1147.05,477739.65,102571.53,54546.91,75.42,144938.57,19527.94,-35018.97,90391.66
582,REMIND,CHN,SSP1-19-SPA1-V17,2080,-1996.98,-1509,2384.61,875.61,487852.96,112063.53,76568.22,82.37,195636.14,35728.73,-40839.49,119067.92
583,REMIND,CHN,SSP1-19-SPA1-V17,2090,-2353.97,-1933,2627.51,694.51,495703.54,120359.53,101628.81,88.75,245427.9,56251.96,-45376.84,143799.09
584,REMIND,CHN,SSP1-19-SPA1-V17,2100,-2262,-1906,2626.86,720.86,502780.38,127463.03,127900.64,96.05,293747.47,81590.04,-46310.59,165846.83
585,REMIND,EUR,SSP1-19-SPA1-V17,2020,3360.12,4228,93.89,4321.89,144766.66,14656.76,93.89,31.84,198.96,117.28,23.38,105.06
586,REMIND,EUR,SSP1-19-SPA1-V17,2030,2552,3154,86.35,3240.35,182577.88,19895.26,995.11,36.88,1901.35,1282.13,287.01,906.24
587,REMIND,EUR,SSP1-19-SPA1-V17,2040,1918.98,2453,338.88,2791.88,212739,25262.26,3121.24,44.22,7046.64,5055.77,1934.53,3925.4
588,REMIND,EUR,SSP1-19-SPA1-V17,2050,474.2,967,784.8,1751.8,235457.38,30738.26,8739.62,51.33,20136.57,15980.81,7241.2,11396.95
589,REMIND,EUR,SSP1-19-SPA1-V17,2060,-379.6,107.1,917.7,1024.8,249340.35,36288.26,17252.09,58.53,40055.2,32234.7,14982.61,22803.11
590,REMIND,EUR,SSP1-19-SPA1-V17,2070,-646,-149.7,915.29,765.59,258292.3,41851.26,26417.03,66.85,63553.95,49576.07,23159.04,37136.92
591,REMIND,EUR,SSP1-19-SPA1-V17,2080,-736.3,-237.4,909.11,671.71,265478.81,47352.26,35539.05,75.99,90235.85,66993.2,31454.15,54696.81
592,REMIND,EUR,SSP1-19-SPA1-V17,2090,-769.9,-275.6,929.57,653.97,272107.19,52711.26,44732.42,86.24,120831.92,85033.39,40300.97,76099.49
593,REMIND,EUR,SSP1-19-SPA1-V17,2100,-835.2,-341.4,979.59,638.19,278567.96,57857.76,54278.2,97.65,155808.47,103687.94,49409.74,101530.27
594,REMIND,IND,SSP1-19-SPA1-V17,2020,3108.28,4660,0.01,4660.01,64719.29,35177.71,0.01,5.29,0,0,-0.01,-0.01
595,REMIND,IND,SSP1-19-SPA1-V17,2030,2622.98,3886,36.16,3922.16,107630.12,49277.71,180.84,9.03,0,0,-180.84,-180.84
596,REMIND,IND,SSP1-19-SPA1-V17,2040,1396.97,2579,334.9,2913.9,141810.43,64192.71,2036.14,15.39,0,0,-2036.14,-2036.14
597,REMIND,IND,SSP1-19-SPA1-V17,2050,347.5,1358,824.47,2182.47,167292.27,79562.71,7832.98,23.85,0,0,-7832.98,-7832.98
598,REMIND,IND,SSP1-19-SPA1-V17,2060,-274.1,649.1,916.81,1565.91,186034.15,94992.71,16539.36,33.17,0,0,-16539.36,-16539.36
599,REMIND,IND,SSP1-19-SPA1-V17,2070,-604.9,167.3,918.66,1085.96,199293.49,110077.71,25716.7,43.27,0,0,-25716.7,-25716.7
600,REMIND,IND,SSP1-19-SPA1-V17,2080,-727.4,-78.47,979.91,901.44,209230.46,124437.71,35209.52,53.99,0,0,-35209.52,-35209.52
601,REMIND,IND,SSP1-19-SPA1-V17,2090,-791.7,-279.9,1042.28,762.38,217549.57,137752.71,45320.48,65.48,0,0,-45320.48,-45320.48
602,REMIND,IND,SSP1-19-SPA1-V17,2100,-783.74,-367.3,990.41,623.11,224477.02,149802.71,55483.93,77.57,0,0,-55483.93,-55483.93
603,REMIND,LAM,SSP1-19-SPA1-V17,2020,2446.53,4432,74.95,4506.95,127811.88,17175.57,74.95,13.32,0,28.74,-46.21,-74.95
604,REMIND,LAM,SSP1-19-SPA1-V17,2030,2302,4118,136.58,4254.58,171619.51,23682.57,1132.58,18.08,0,435.75,-696.83,-1132.58
605,REMIND,LAM,SSP1-19-SPA1-V17,2040,1029.03,2266,473.54,2739.54,206590.09,30409.57,4183.15,24.99,0,2104.74,-2078.41,-4183.15
606,REMIND,LAM,SSP1-19-SPA1-V17,2050,461.52,1490,1080.9,2570.9,233142.29,37184.07,11955.35,33.4,7041.02,7543.16,-4412.2,-4914.34
607,REMIND,LAM,SSP1-19-SPA1-V17,2060,-676.1,271.5,1299.11,1570.61,253849.87,43844.07,23855.44,42.53,23551.92,18171.56,-5683.88,-303.52
608,REMIND,LAM,SSP1-19-SPA1-V17,2070,-1097.97,-261.2,1393.59,1132.39,267364.88,50261.07,37318.95,52.32,44009.35,31413.99,-5904.96,6690.4
609,REMIND,LAM,SSP1-19-SPA1-V17,2080,-1204.03,-448.7,1447.98,999.27,278023.19,56340.07,51526.76,62.52,67664.83,46609.59,-4917.17,16138.07
610,REMIND,LAM,SSP1-19-SPA1-V17,2090,-1199,-525.4,1473.45,948.05,287759.81,61992.57,66133.87,73.43,94644.97,64589.7,-1544.17,28511.09
611,REMIND,LAM,SSP1-19-SPA1-V17,2100,-1238,-641.1,1445.78,804.68,296523.47,67125.57,80730.04,85.53,124703.22,84994.31,4264.28,43973.18
612,REMIND,MEA,SSP1-19-SPA1-V17,2020,3098.9,4425,5.94,4430.94,102118.4,13066.42,5.94,0,,34.55,28.61,
613,REMIND,MEA,SSP1-19-SPA1-V17,2030,2435,3144,32.35,3176.35,140154.83,18593.92,197.38,0,0,471.19,273.81,-197.38
614,REMIND,MEA,SSP1-19-SPA1-V17,2040,1652,2091,252.16,2343.16,167752.36,24561.92,1619.91,0,0,1771.5,151.59,-1619.91
615,REMIND,MEA,SSP1-19-SPA1-V17,2050,605.6,934.8,808.89,1743.69,188186.62,30825.92,6925.16,0,0,5092.4,-1832.76,-6925.16
616,REMIND,MEA,SSP1-19-SPA1-V17,2060,-363.1,-101.7,1158.39,1056.69,202188.52,37220.42,16761.56,0,0,9592.91,-7168.65,-16761.56
617,REMIND,MEA,SSP1-19-SPA1-V17,2070,-820.1,-597.5,1266.59,669.09,210817.41,43590.42,28886.45,0,0,13413.91,-15472.54,-28886.45
618,REMIND,MEA,SSP1-19-SPA1-V17,2080,-1035,-835.7,1306.22,470.52,216515.43,49801.42,41750.47,0,0,15625.98,-26124.5,-41750.47
619,REMIND,MEA,SSP1-19-SPA1-V17,2090,-1201,-1009,1426.26,417.26,220954.32,55732.92,55412.87,0,0,16624.78,-38788.09,-55412.87
620,REMIND,MEA,SSP1-19-SPA1-V17,2100,-1350,-1170,1508.33,338.33,224732.31,61286.42,70085.85,0,0,16706.67,-53379.18,-70085.85
621,REMIND,RUS,SSP1-19-SPA1-V17,2020,1085.59,2132,268.13,2400.13,82719.6,4496.97,268.13,20.97,35.79,135.5,-132.62,-232.34
622,REMIND,RUS,SSP1-19-SPA1-V17,2030,768.6,1409,98.68,1507.68,102258.63,5891.97,2102.15,30.09,371.01,1529.16,-572.99,-1731.14
623,REMIND,RUS,SSP1-19-SPA1-V17,2040,608.23,1200,100.89,1300.89,116301.48,7253.97,3100,40.57,1527.56,5892.9,2792.89,-1572.44
624,REMIND,RUS,SSP1-19-SPA1-V17,2050,403.79,973.6,236.33,1209.93,128855.58,8580.97,4786.1,48,4451.73,18857.84,14071.74,-334.37
625,REMIND,RUS,SSP1-19-SPA1-V17,2060,-80.67,575.2,327.85,903.05,139420.45,9863.47,7606.97,54.56,8737.51,40159.28,32552.31,1130.54
626,REMIND,RUS,SSP1-19-SPA1-V17,2070,-163.4,544,392.1,936.1,148616.18,11088.97,11206.71,62.01,13543.84,65784.78,54578.08,2337.13
627,REMIND,RUS,SSP1-19-SPA1-V17,2080,-222.8,388.4,466.54,854.94,157571.4,12242.47,15499.92,67.94,18625.79,95101.97,79602.05,3125.87
628,REMIND,RUS,SSP1-19-SPA1-V17,2090,-526.78,-65.23,662.7,597.47,164833.44,13309.97,21146.11,73.25,23921.52,127002.01,105855.89,2775.4
629,REMIND,RUS,SSP1-19-SPA1-V17,2100,-766.61,-482.9,913.07,430.17,169971.6,14283.62,29024.92,79.82,26615.53,159573.87,130548.95,-2409.39
630,REMIND,USA,SSP1-19-SPA1-V17,2020,5001.47,6175,0,6175,206990.96,9240.8,0,48.96,201.5,374.61,374.61,201.49
631,REMIND,USA,SSP1-19-SPA1-V17,2030,3788,4622,83.89,4705.89,261395.43,12779.3,419.48,56.24,1964.07,4261.32,3841.84,1544.6
632,REMIND,USA,SSP1-19-SPA1-V17,2040,2233.03,2891,669.85,3560.85,302729.14,16575.8,4188.18,67.15,7570.9,16439.54,12251.35,3382.72
633,REMIND,USA,SSP1-19-SPA1-V17,2050,287.37,991.2,1468.49,2459.69,332831.83,20606.3,14879.87,73.82,21758.97,50621.55,35741.68,6879.1
634,REMIND,USA,SSP1-19-SPA1-V17,2060,-1040,-307.6,1622.6,1315,351705.26,24849.3,30335.3,79.22,42974.74,101375.75,71040.44,12639.44
635,REMIND,USA,SSP1-19-SPA1-V17,2070,-1447,-704.5,1718.91,1014.41,363352.29,29288.8,47042.83,85.09,67573.1,154592.8,107549.97,20530.26
636,REMIND,USA,SSP1-19-SPA1-V17,2080,-1838.01,-1094,1994.94,900.94,372929.03,33891.8,65612.07,91.05,95132.85,207926.68,142314.61,29520.78
637,REMIND,USA,SSP1-19-SPA1-V17,2090,-2189.04,-1487,2315.3,828.3,381575.24,38589.8,87163.28,98.12,126448.78,262463.92,175300.64,39285.5
638,REMIND,USA,SSP1-19-SPA1-V17,2100,-2360.03,-1681,2403.9,722.9,389331.25,43290.8,110759.29,106.58,162056.3,317068.84,206309.56,51297.01
639,REMIND,World,SSP1-19-SPA1-V17,2020,34824.29,49470,690.68,50160.68,1348304.78,198352.01,690.68,13.42,,0,-690.68,
640,REMIND,World,SSP1-19-SPA1-V17,2030,26309.97,37090,767.09,37857.09,1788393.64,276187.01,7979.54,18.62,0,0,-7979.54,-7979.54
641,REMIND,World,SSP1-19-SPA1-V17,2040,16410.09,25340,3972.08,29312.08,2124239.46,358032.01,31675.36,25.68,0,0,-31675.36,-31675.36
642,REMIND,World,SSP1-19-SPA1-V17,2050,3760.55,11810,9838.01,21648.01,2379039.89,442162.01,100725.79,33.3,0,0,-100725.79,-100725.79
643,REMIND,World,SSP1-19-SPA1-V17,2060,-6315.03,854.9,12008.17,12863.07,2551595.31,526747.01,209956.71,41.11,0,0,-209956.71,-209956.71
644,REMIND,World,SSP1-19-SPA1-V17,2070,-9558.28,-3084,12862.38,9778.38,2664802.59,610117.01,334309.49,49.82,0,0,-334309.49,-334309.49
645,REMIND,World,SSP1-19-SPA1-V17,2080,-11390.18,-5499,13872.95,8373.95,2755564.25,690822.01,467986.15,59.31,0,0,-467986.15,-467986.15
646,REMIND,World,SSP1-19-SPA1-V17,2090,-12769.88,-7517,14922.97,7405.97,2834463.87,767562.01,611965.77,69.82,0,0,-611965.77,-611965.77
647,REMIND,World,SSP1-19-SPA1-V17,2100,-13370.29,-8779,15408.21,6629.21,2904639.78,839247.01,763621.68,81.53,0,0,-763621.68,-763621.68
648,REMIND,AFR,SSP2-19-SPA2-V17,2020,1353.31,3411,287.77,3698.77,98897.38,21086.54,287.77,2.26,0,0,-287.77,-287.77
649,REMIND,AFR,SSP2-19-SPA2-V17,2030,1980.19,3456,109.12,3565.12,135216.79,32471.54,2272.18,3.09,0,0,-2272.18,-2272.18
650,REMIND,AFR,SSP2-19-SPA2-V17,2040,1218.27,2754,375.63,3129.63,168690.53,46201.54,4695.92,4.2,0,0,-4695.92,-4695.92
651,REMIND,AFR,SSP2-19-SPA2-V17,2050,-191.26,1444,970.11,2414.11,196409.23,62226.54,11424.62,6.46,0,0,-11424.62,-11424.62
652,REMIND,AFR,SSP2-19-SPA2-V17,2060,-894.41,742.9,1161.1,1904,217999.76,80331.54,22080.65,10.03,0,0,-22080.65,-22080.65
653,REMIND,AFR,SSP2-19-SPA2-V17,2070,-1013,680.6,1156.06,1836.66,236703.04,100211.54,33666.43,15.06,0,0,-33666.43,-33666.43
654,REMIND,AFR,SSP2-19-SPA2-V17,2080,-650.04,1092,1149.11,2241.11,257091.85,121536.54,45192.24,22.17,0,0,-45192.24,-45192.24
655,REMIND,AFR,SSP2-19-SPA2-V17,2090,-199.68,1571,1195.48,2766.48,282129.77,143951.54,56915.16,31.43,0,0,-56915.16,-56915.16
656,REMIND,AFR,SSP2-19-SPA2-V17,2100,-529.05,1145,1292.42,2437.42,308149.24,167101.54,69354.63,42.94,0,0,-69354.63,-69354.63
657,REMIND,CHN,SSP2-19-SPA2-V17,2020,11103.98,13750,17.58,13767.58,247917.87,40181.53,17.58,15.26,257.82,0,-17.58,240.23
658,REMIND,CHN,SSP2-19-SPA2-V17,2030,6947,8825,292.23,9117.23,362341.93,54066.53,1566.65,24.23,4557.72,0,-1566.65,2991.07
659,REMIND,CHN,SSP2-19-SPA2-V17,2040,1630.03,2888,1410.98,4298.98,429422.95,67761.53,10082.67,31.86,24787.72,2256.02,-7826.65,14705.05
660,REMIND,CHN,SSP2-19-SPA2-V17,2050,-1297,-242.6,1909.35,1666.75,459251.59,80871.53,26684.31,39.46,68178.48,9383.22,-17301.09,41494.17
661,REMIND,CHN,SSP2-19-SPA2-V17,2060,-1380,-488.6,1856.01,1367.41,474422.41,93106.53,45511.13,47.45,123019.75,22188.03,-23323.1,77508.62
662,REMIND,CHN,SSP2-19-SPA2-V17,2070,-1433,-594.1,1847,1252.9,487523.96,104316.53,64026.18,54.93,180309.22,41201.25,-22824.93,116283.03
663,REMIND,CHN,SSP2-19-SPA2-V17,2080,-1497,-744.4,1853.14,1108.74,499332.16,114467.03,82526.88,62.06,237731.35,66021.57,-16505.31,155204.47
664,REMIND,CHN,SSP2-19-SPA2-V17,2090,-1598,-913,1910.35,997.35,509862.6,123588.53,101344.32,69.72,293222.38,94678.07,-6666.26,191878.06
665,REMIND,CHN,SSP2-19-SPA2-V17,2100,-1774.04,-1205,2006.57,801.57,518857.21,131782.03,120928.93,77.48,345672.1,126030.48,5101.55,224743.18
666,REMIND,EUR,SSP2-19-SPA2-V17,2020,3764.15,4661,77.54,4738.54,145808.28,14651.76,77.54,31.79,199.36,115.47,37.93,121.82
667,REMIND,EUR,SSP2-19-SPA2-V17,2030,2615,3222,150.09,3372.09,186361.42,19853.76,1215.69,35.99,2832.01,1707.56,491.87,1616.33
668,REMIND,EUR,SSP2-19-SPA2-V17,2040,642.7,1236,660.69,1896.69,212705.28,25144.26,5269.55,41.02,13289.97,8225.46,2955.91,8020.43
669,REMIND,EUR,SSP2-19-SPA2-V17,2050,-556,10.7,921.91,932.61,226851.76,30492.76,13182.53,46.74,35119.53,21802.51,8619.99,21937
670,REMIND,EUR,SSP2-19-SPA2-V17,2060,-697.8,-134,908.66,774.66,235388.12,35864.76,22335.39,53.78,63065.22,38506.79,16171.4,40729.83
671,REMIND,EUR,SSP2-19-SPA2-V17,2070,-772.2,-193.6,934.96,741.36,242968.23,41217.26,31553.5,62.2,94125.58,55958.83,24405.34,62572.08
672,REMIND,EUR,SSP2-19-SPA2-V17,2080,-816.4,-173.6,976.59,802.99,250689.97,46514.26,41111.24,71.4,128412.28,74776.64,33665.4,87301.04
673,REMIND,EUR,SSP2-19-SPA2-V17,2090,-823.6,-106.7,980.11,873.41,259071.98,51731.76,50894.75,81.34,165236.92,94976.97,44082.22,114342.17
674,REMIND,EUR,SSP2-19-SPA2-V17,2100,-782,-35.31,945.78,910.47,267991.39,56839.76,60524.21,92.17,203804.52,116797.47,56273.26,143280.32
675,REMIND,IND,SSP2-19-SPA2-V17,2020,3189.53,4713,0.01,4713.01,64851.79,35245.21,0.01,5.22,0,0,-0.01,-0.01
676,REMIND,IND,SSP2-19-SPA2-V17,2030,2498.01,3808,69.37,3877.37,107803.67,49830.21,346.89,7.8,0,0,-346.89,-346.89
677,REMIND,IND,SSP2-19-SPA2-V17,2040,831.16,2132,536.8,2668.8,140534.53,65705.21,3377.74,10.74,0,0,-3377.74,-3377.74
678,REMIND,IND,SSP2-19-SPA2-V17,2050,-347.68,924.1,913.4,1837.5,163066.03,82605.21,10628.74,14.51,0,0,-10628.74,-10628.74
679,REMIND,IND,SSP2-19-SPA2-V17,2060,-576.35,666.9,916.6,1583.5,180171.04,100170.21,19778.76,19.49,0,0,-19778.76,-19778.76
680,REMIND,IND,SSP2-19-SPA2-V17,2070,-584.9,615,916.61,1531.61,195746.59,117970.21,28944.8,25.54,0,0,-28944.8,-28944.8
